PropertyID,PropType,nbhd,Style,Extwall,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Sale_price,RICH
105099,Commercial,6460,Office Building - Class A,Brick,12,1983,NULL,210744,725,NULL,0,0,21850000,YES
105099,Commercial,6460,Office Building - Class A,Brick,12,1983,NULL,210744,725,NULL,0,0,21850000,YES
102708,Commercial,6453,Office Building - Multi Story ( Ofc & Apt),Brick,3,1990,NULL,245266,8,NULL,0,0,20828000,YES
265842,Commercial,6455,Super Market,Precast Masonary,1,2005,NULL,104365,1,NULL,0,0,20000000,YES
208277,Lg Apartment,6978,AP4 (Conv Apt with 21 or more Units),Masonary Frame,4,2016,NULL,83827,84,NULL,0,0,17400000,YES
260762,Commercial,6420,Warehouse Building - 1 Story,Precast Masonary,1,2007,NULL,156025,9,NULL,0,0,17225000,YES
205734,Commercial,6272,Office Building - Class B,Concrete Block,2,1948,NULL,113300,58,NULL,0,0,14600000,YES
260771,Lg Apartment,6979,AP4 (Conv Apt with 21 or more Units),Other,5,2017,NULL,91454,70,NULL,0,0,14600000,YES
193208,Commercial,6460,"Parking Garage, Parking Ramp",Precast Masonary,7,1972,NULL,232960,737,NULL,0,0,14500000,YES
200945,Lg Apartment,6974,AP4 (Conv Apt with 21 or more Units),Brick,4,1895,NULL,118906,74,NULL,0,0,14450000,YES
265265,Lg Apartment,6982,AP4 (Conv Apt with 21 or more Units),Brick,5,2018,NULL,61940,62,NULL,0,0,14250000,YES
265785,Commercial,6423,Mini Warehouse,Metal Siding,1,2017,NULL,64440,389,NULL,0,0,13735000,YES
207072,Commercial,6275,Multi Story Warehouse,Brick,7,1904,NULL,98035,12,NULL,0,0,11900000,YES
199205,Commercial,6296,Office Building - 1 Story,Brick,1,1964,NULL,42141,101,NULL,0,0,11000000,YES
207071,Lg Apartment,6974,Subsidized Apartments,Brick,14,1918,NULL,196753,115,NULL,0,0,9000000,YES
206712,Manufacturing,6300,Warehouse Building - 1 Story,Precast Masonary,1,2014,NULL,68276,2,NULL,0,0,8025000,YES
229609,Commercial,6420,Warehouse Building - 1 Story,Metal Siding,1,1957,NULL,127812,5,NULL,0,0,7735000,YES
193080,Lg Apartment,6974,AP4 (Conv Apt with 21 or more Units),Masonary Frame,4,2013,NULL,29340,34,NULL,0,0,7500000,YES
206777,Manufacturing,6300,Commercial Exempt,,,NULL,NULL,0,1,NULL,0,0,7450000,YES
265529,Commercial,6420,Warehouse Building - 1 Story,Concrete Block,1,1991,NULL,139280,2,NULL,0,0,7300000,YES
151240,Commercial,6455,Super Market,Concrete Block,1,1984,NULL,90201,4,NULL,0,0,5850000,YES
258313,Commercial,6452,Neighborhood Center,Concrete Block,1,1958,NULL,95000,6,NULL,0,0,5800000,YES
151294,Lg Apartment,6973,AP4 (Conv Apt with 21 or more Units),Brick,2,1959,NULL,61658,94,NULL,0,0,5440000,YES
265513,Commercial,6420,Warehouse Building - 1 Story,Concrete Block,1,1986,NULL,170090,3,NULL,0,0,5200000,YES
240590,Lg Apartment,6980,Subsidized Apartments,Alum/Vynyl Siding,2,2002,NULL,46236,45,NULL,0,0,5100000,YES
107794,Commercial,6420,Warehouse Building - 1 Story,Concrete Block,1,1963,NULL,122436,2,NULL,0,0,4850000,YES
256739,Commercial,6475,Hotel - Limited Service,Other,3,1986,NULL,44820,116,NULL,0,0,4615000,YES
264814,Commercial,6460,Multi Story Warehouse,Brick,1,1915,NULL,32745,7,NULL,0,0,4486720,YES
247234,Commercial,6449,Nursing Home,Brick,,1993,NULL,60841,99,NULL,0,0,4127700,YES
199568,Commercial,6460,Office Building - Class B,Brick,2.5,1891,NULL,60069,77,NULL,0,0,4000000,YES
105117,Commercial,6453,Office Building - 1 Story,Brick,1,2006,NULL,29297,1,NULL,0,0,3850000,YES
222204,Lg Apartment,6981,AP4 (Conv Apt with 21 or more Units),,,1994,NULL,35610,32,NULL,0,0,3850000,YES
175093,Commercial,6417,"Bank, Savings & Loan",Concrete Block,2,1964,NULL,10708,4,NULL,0,0,3550000,YES
247078,Commercial,6440,Fast Food Operation,Precast Masonary,1,2020,NULL,4387,1,NULL,0,0,3375000,YES
258565,Commercial,6449,Nursing Home,Brick,1,1970,NULL,62714,81,NULL,0,0,3366096,YES
257819,Commercial,6286,Strip Shopping Center,Concrete Block,1,1968,NULL,17487,10,NULL,0,0,3100000,YES
230926,Commercial,6422,Trucking Terminal,Concrete Block,1,1955,NULL,22404,1,NULL,0,0,3027000,YES
102594,Lg Apartment,6970,Subsidized Apartments,Brick on Frame,2,1979,NULL,61204,56,NULL,0,0,3000000,YES
265299,Commercial,6218,Strip Shopping Center,Concrete Block,1,1954,NULL,38656,8,NULL,0,0,2800000,YES
251773,Commercial,6470,Bowling Alley,Concrete Block,1,1957,NULL,34000,1,NULL,0,0,2660000,YES
200321,Condominium,5994,High Rise > 12 Stories,,1,2007,7,3964,1,2,2,1,2625000,YES
204157,Commercial,6440,Fast Food Operation,Precast Masonary,1,2018,NULL,2130,1,NULL,0,0,2579000,YES
151790,Residential,3060,Tudor,Masonry/Frame,1.5,1908,11,3328,1,3,3,1,2500000,YES
106270,Commercial,6206,Strip Shopping Center,Brick,1,2006,NULL,8863,6,NULL,0,0,2470000,YES
145076,Lg Apartment,6967,AP4 (Conv Apt with 21 or more Units),Brick,2,1964,NULL,32146,36,NULL,0,0,2450000,YES
106262,Commercial,6440,Fast Food Operation,Brick,0,2007,NULL,4020,1,NULL,0,0,2316000,YES
193275,Commercial,6460,Office Building - Class B,Brick,2,1967,NULL,19779,57,NULL,0,0,2250000,YES
265945,Lg Apartment,6976,Subsidized Apartments,Brick,4,1955,NULL,51637,51,NULL,0,0,2250000,YES
190639,Residential,3060,Mansion,Stone,2,1895,11,6054,1,6,5,1,2080000,YES
117832,Commercial,6212,Warehouse Building - 1 Story,Metal Siding,1,1967,NULL,15100,1,NULL,0,0,2000000,YES
100307,Commercial,6420,Warehouse Building - 1 Story,Concrete Block,1,1930,NULL,49133,7,NULL,0,0,1940000,YES
174445,Residential,3060,Mansion,Brick,2,1903,10,5419,1,5,3,1,1919000,YES
101090,Commercial,6440,Sit Down Restaurant,Masonary Frame,1,2002,NULL,4198,1,NULL,0,0,1900000,YES
201105,Condominium,5382,Mid Rise 4-12 Stories,,2,2008,6,3350,1,2,2,1,1900000,YES
189830,Lg Apartment,6974,AP4 (Conv Apt with 21 or more Units),Brick,4,1916,NULL,19876,27,NULL,0,0,1880000,YES
193220,Commercial,6460,Office Building - Class B,Brick,6,1900,NULL,25000,7,NULL,0,0,1850000,YES
207461,Condominium,5388,Mid Rise 4-12 Stories,,1,2006,10,3080,1,3,3,1,1775000,YES
254787,Lg Apartment,6880,AP3 (Conventional Apt with 12-20 Units),Brick,2,1964,NULL,10990,20,NULL,0,0,1775000,YES
200328,Condominium,5994,High Rise > 12 Stories,,1,2007,7,3081,1,2,2,2,1771400,YES
157482,Commercial,6420,Warehouse Building - 1 Story,Block,,1908,NULL,202568,8,NULL,0,0,1750000,YES
198652,Lg Apartment,6977,Rooming House - 8 or more units,Masonary Frame,,2015,NULL,10179,21,NULL,0,0,1733000,YES
102688,Commercial,6453,Office Building - 1 Story,Brick,1,1994,NULL,30000,1,NULL,0,0,1725000,YES
198872,Lg Apartment,6977,Rooming House - 8 or more units,Precast Masonary,,2016,NULL,9960,22,NULL,0,0,1712500,YES
199453,Commercial,6460,Tavern,Brick,2,1925,NULL,10535,2,NULL,0,0,1700000,YES
178935,Commercial,6455,Super Market,Brick,1,1965,NULL,19980,2,NULL,0,0,1651600,YES
208140,Commercial,6275,Tavern,Brick,2,1885,NULL,16381,4,NULL,0,0,1600000,YES
207278,Condominium,5394,Mid Rise 4-12 Stories,,1,2004,6,3395,1,4,3,1,1575000,YES
174388,Residential,3060,Mansion,Stone,2,1929,13,7664,1,7,4,2,1550000,YES
199314,Commercial,6460,Mansions With Commercial Usage,Brick,2,1870,NULL,8752,1,NULL,0,0,1550000,YES
200314,Condominium,5994,High Rise > 12 Stories,,1,2007,7,3081,1,2,2,1,1550000,YES
200343,Condominium,5994,High Rise > 12 Stories,,1,2007,5,2447,1,2,2,1,1550000,YES
207450,Condominium,5388,Mid Rise 4-12 Stories,,1,2006,12,3080,1,3,3,1,1550000,YES
100629,Manufacturing,6300,Warehouse Building - 1 Story,Metal Siding,1,1989,NULL,20860,1,NULL,0,0,1525000,YES
199087,Commercial,6460,Office Building - Class B,Brick,5,1870,NULL,17000,5,NULL,0,0,1525000,YES
207813,Condominium,5393,Mid Rise 4-12 Stories,,2,2006,12,2623,1,4,2,1,1525000,YES
117330,Commercial,6212,"Store Building - Single tenant, 1 story",Concrete Block,1,1983,NULL,12000,1,NULL,0,0,1521800,YES
175790,Commercial,6413,Quick Oil Change,Concrete Block,1,1961,NULL,3690,2,NULL,0,0,1500000,YES
251587,Lg Apartment,6880,AP3 (Conventional Apt with 12-20 Units),Brick,2,1961,NULL,8626,16,NULL,0,0,1500000,YES
193013,Condominium,5662,Mid Rise 4-12 Stories,,NULL,2006,9,5609,1,3,3,1,1490000,YES
200343,Condominium,5994,High Rise > 12 Stories,,1,2007,5,2447,1,2,2,1,1465000,YES
174827,Lg Apartment,6770,AP2 (Conventional Apt with 7-11 Units),Brick,3,1912,NULL,13276,8,NULL,0,0,1450000,YES
106264,Commercial,6206,Auto & Auto Body Repair,Concrete Block,1,1972,NULL,14167,1,NULL,0,0,1446400,YES
265300,Commercial,6440,Fast Food Operation,Brick,1,2003,NULL,3852,1,NULL,0,0,1437500,YES
174453,Residential,3060,Mansion,Brick,2,1910,12,6621,1,6,3,1,1437000,YES
229632,Commercial,6420,Warehouse Building - 1 Story,,1,1963,NULL,34082,0,NULL,0,0,1425000,YES
165428,Lg Apartment,6869,AP3 (Conventional Apt with 12-20 Units),Brick,2,1947,NULL,10800,20,NULL,0,0,1400000,YES
191481,Condominium,5951,High Rise > 12 Stories,,2,2002,10,5135,1,6,3,1,1400000,YES
207277,Condominium,5394,Mid Rise 4-12 Stories,,1,2004,4,2774,1,2,2,1,1375000,YES
173718,Lg Apartment,6770,AP1 (Conventional Apt with 4-6 Units),Precast Masonary,3,1913,NULL,8250,6,NULL,0,0,1360000,YES
174827,Lg Apartment,6770,AP2 (Conventional Apt with 7-11 Units),Brick,3,1912,NULL,13276,8,NULL,0,0,1350000,YES
192205,Condominium,5811,High Rise > 12 Stories,,NULL,2009,0,2698,1,6,3,0,1350000,YES
174618,Residential,3060,Mansion,Brick,3,1903,18,7903,2,9,4,3,1340000,YES
207362,Condominium,5388,Mid Rise 4-12 Stories,,1,2006,6,2505,1,2,2,1,1325000,YES
200472,Condominium,5385,Mid Rise 4-12 Stories,,1,1916,11,6607,1,3,3,1,1310000,YES
112709,Commercial,6216,Auto & Auto Body Repair,Concrete Block,1,1976,NULL,35278,4,NULL,0,0,1306614,YES
196767,Commercial,6418,Svc Station w Conv and Carwash,Concrete Block,1,1940,NULL,4018,3,NULL,0,0,1300000,YES
227566,Residential,4560,Res O/S 2sty +,Stucco,2,1921,12,4662,1,5,2,1,1292050,YES
200949,Condominium,5381,Mid Rise 4-12 Stories,,1,1906,7,4150,1,3,3,1,1260000,YES
266017,Condominium,5899,High Rise > 12 Stories,,,2011,0,3941,1,3,3,1,1250000,YES
207161,Commercial,6275,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",Brick,2,1900,0,7880,34,2,0,0,1250000,YES
192206,Condominium,5811,High Rise > 12 Stories,,NULL,2009,0,2665,1,3,3,0,1249000,YES
173936,Residential,3060,Mansion,Stone,2,1930,11,4517,1,5,4,2,1230000,YES
189436,Condominium,5657,Mid Rise 4-12 Stories,,1,1894,11,4629,1,4,4,1,1225000,YES
115462,Commercial,6214,Strip Shopping Center,Concrete Block,1,1982,NULL,17637,12,NULL,0,0,1200000,YES
174400,Residential,3060,Mansion,Stone,2,1895,12,5923,2,6,4,2,1200000,YES
199648,Condominium,5992,High Rise > 12 Stories,,1,2005,5,2288,1,2,2,0,1200000,YES
197859,Lg Apartment,6876,AP3 (Conventional Apt with 12-20 Units),Brick,3,1923,NULL,11712,12,NULL,0,0,1190000,YES
110027,Commercial,6449,"Licensed Res Care Facility,  Halfway House, etc.",,,NULL,NULL,17095,41,NULL,0,0,1156200,YES
117642,Commercial,6212,Multi Story Warehouse,Concrete Block,2,1969,NULL,15605,4,NULL,0,0,1150000,YES
107609,Commercial,6216,Warehouse Building - 1 Story,Concrete Block,1,1960,NULL,30120,3,NULL,0,0,1100000,YES
192208,Condominium,5811,High Rise > 12 Stories,,NULL,2009,0,2569,1,6,3,0,1100000,YES
266009,Condominium,5899,High Rise > 12 Stories,,,2011,0,2720,1,3,2,1,1100000,YES
206686,Commercial,6272,Service Building,Brick,1,1970,NULL,23761,2,NULL,0,0,1100000,YES
231557,Lg Apartment,6881,AP3 (Conventional Apt with 12-20 Units),Brick,2,1952,NULL,9498,12,NULL,0,0,1100000,YES
256643,Commercial,6422,Trucking Terminal,Concrete Block,1,1951,NULL,8530,1,NULL,0,0,1100000,YES
101451,Commercial,6465,Funeral Home,Brick,1,1976,NULL,10153,1,NULL,0,0,1089587,YES
174509,Residential,3060,Colonial,Brick,2,1902,11,4050,1,4,4,1,1080000,YES
191171,Commercial,6460,Mansions With Commercial Usage,Brick,3,1887,NULL,2370,7,NULL,0,0,1075000,YES
191172,Commercial,6460,Mansions With Commercial Usage,Brick,3,1887,NULL,2370,7,NULL,0,0,1075000,YES
151326,Residential,3060,Mansion,Brick,2,1916,13,6014,1,9,4,2,1050000,YES
174470,Residential,3060,Tudor,Brick,2,1907,9,4838,1,4,3,1,1050000,YES
207062,Commercial,6275,Service Building,Concrete Block,1,1947,NULL,6933,3,NULL,0,0,1050000,YES
187898,Residential,2910,Triplex,Fiber Cement/Hardiplank,3,2006,0,5646,3,13,7,0,1035000,YES
110591,Lg Apartment,6870,AP3 (Conventional Apt with 12-20 Units),Brick,2,1978,NULL,11410,16,NULL,0,0,1000000,YES
174059,Residential,3060,Mansion,Brick,2,1928,9,4271,1,4,3,1,1000000,YES
215736,Commercial,6280,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",Brick,2,1923,0,26930,16,11,0,0,1000000,YES
223765,Lg Apartment,6878,AP3 (Conventional Apt with 12-20 Units),Brick,2,1970,NULL,11964,16,NULL,0,0,1000000,YES
235310,Lg Apartment,6820,AP2 (Conventional Apt with 7-11 Units),Masonary Frame,2,1972,NULL,7156,8,NULL,0,0,1000000,YES
151590,Residential,3060,Res O/S 2sty +,Stucco,2,1917,8,3545,1,4,3,2,999000,NO
199628,Condominium,5992,High Rise > 12 Stories,,1,2005,5,2415,1,2,2,0,999000,NO
172863,Commercial,6423,Mini Warehouse,Metal Siding,1,2003,NULL,10825,94,NULL,0,0,975000,NO
200096,Condominium,5991,Mid Rise 4-12 Stories,,1,1907,6,1750,1,2,2,0,975000,NO
98461,Manufacturing,6300,Service Building,Concrete Block,1,1978,NULL,20600,6,NULL,0,0,950000,NO
192195,Condominium,5811,High Rise > 12 Stories,,NULL,2009,0,2078,1,2,2,0,950000,NO
199122,Commercial,6460,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",Brick,2,1912,0,10716,3,2,0,0,950000,NO
200075,Condominium,5991,Mid Rise 4-12 Stories,,1,1907,6,2501,1,3,2,0,950000,NO
217951,Commercial,6281,Super Market,Concrete Block,1,1981,NULL,9020,1,NULL,0,0,950000,NO
235452,Lg Apartment,6820,AP2 (Conventional Apt with 7-11 Units),Brick,2,1964,NULL,6512,8,NULL,0,0,950000,NO
265120,Condominium,5811,High Rise > 12 Stories,,NULL,2009,0,1969,1,4,2,0,945000,NO
191029,Lg Apartment,6750,AP1 (Conventional Apt with 4-6 Units),Brick,2,1901,NULL,9591,10,NULL,0,0,940000,NO
207719,Condominium,5392,Mid Rise 4-12 Stories,,1,2006,10,1731,1,4,3,0,935000,NO
207943,Commercial,6279,Service Building,Brick,2,1929,NULL,20132,1,NULL,0,0,934000,NO
101092,Commercial,6414,Auto Rental Agency,Concrete Block,1,2006,NULL,2992,1,NULL,0,0,915000,NO
198522,Lg Apartment,6876,AP3 (Conventional Apt with 12-20 Units),Brick,2,1960,NULL,7504,16,NULL,0,0,915000,NO
187432,Commercial,6256,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",Brick,2,2008,NULL,17961,9,NULL,0,0,910000,NO
200300,Condominium,5996,Mid Rise 4-12 Stories,,2,2004,7,3104,1,3,3,0,907000,NO
192806,Condominium,5970,Condo Townhouse,,2,1997,6,2158,1,3,2,1,905000,NO
200083,Condominium,5991,Mid Rise 4-12 Stories,,1,1907,6,1770,1,2,2,0,900000,NO
201069,Condominium,5382,Mid Rise 4-12 Stories,,1,2008,6,2341,1,3,2,0,900000,NO
201034,Condominium,5382,Mid Rise 4-12 Stories,,1,2008,6,2351,1,3,2,1,899000,NO
227919,Residential,4560,Duplex O/S,Stone,1.5,1928,9,2793,2,3,2,0,886827,NO
191150,Residential,3060,Mansion,Brick,2.5,1890,18,6745,3,7,3,1,875000,NO
103053,Commercial,6202,Warehouse Building - 1 Story,Concrete Block,1,1990,NULL,13811,1,NULL,0,0,870000,NO
236623,Lg Apartment,6830,AP2 (Conventional Apt with 7-11 Units),Brick,2,1971,NULL,9978,10,NULL,0,0,870000,NO
247226,Lg Apartment,6830,AP2 (Conventional Apt with 7-11 Units),Brick,2,1965,NULL,6912,8,NULL,0,0,865000,NO
207260,Condominium,5394,Mid Rise 4-12 Stories,,1,2004,8,1780,1,4,3,0,862500,NO
151344,Residential,3060,Tudor,Brick,2,1911,11,5210,1,7,4,1,860000,NO
192468,Lg Apartment,6750,AP2 (Conventional Apt with 7-11 Units),Brick,3,1909,NULL,7354,7,NULL,0,0,857500,NO
189625,Lg Apartment,6750,AP2 (Conventional Apt with 7-11 Units),Masonary Frame,2,1906,NULL,6147,7,NULL,0,0,850000,NO
191096,Residential,3240,Duplex N/S,Aluminum/Vinyl,2,2004,16,3983,2,5,3,3,850000,NO
192148,Condominium,5811,High Rise > 12 Stories,,NULL,2009,0,1964,1,2,2,0,850000,NO
200706,Condominium,5386,Mid Rise 4-12 Stories,,1,2006,6,2067,1,3,2,0,850000,NO
205735,Commercial,6272,Parking Lot,,,NULL,NULL,0,300,NULL,0,0,850000,NO
232961,Commercial,6418,Svs Station w Conv Store,Concrete Block,1,1967,NULL,2385,1,NULL,0,0,850000,NO
239195,Commercial,6417,"Bank, Savings & Loan",Brick,1,1974,NULL,10530,3,NULL,0,0,840000,NO
200948,Condominium,5381,Mid Rise 4-12 Stories,,1,1906,14,4150,1,5,2,1,829900,NO
103040,Manufacturing,6300,Special - to use this code see supv.,,,NULL,NULL,NULL,0,NULL,0,0,820000,NO
174105,Residential,3060,Res O/S 2sty +,Masonry/Frame,2,1909,10,3408,1,4,3,1,815000,NO
174472,Residential,3060,Res O/S 2sty +,Masonry/Frame,2,1908,10,3260,1,4,2,2,814627,NO
174212,Residential,3060,Tudor,Brick,2,1914,9,3307,1,4,2,1,810000,NO
98508,Residential,40,Office Building - 1 Story,,,NULL,NULL,NULL,0,NULL,0,0,800000,NO
101572,Commercial,6202,Warehouse Building - 1 Story,Concrete Block,1,1989,NULL,17000,1,NULL,0,0,800000,NO
168372,Commercial,6420,Multi Story Warehouse,Brick,3,1925,NULL,141787,2,NULL,0,0,800000,NO
210546,Commercial,6277,Office Building - Multi Story ( Ofc & Apt),Alum/Vynyl Siding,2,1892,0,19477,12,14,0,0,799000,NO
227870,Residential,4560,Colonial,Stucco,2,1914,8,2393,1,4,2,1,795000,NO
201056,Condominium,5382,Mid Rise 4-12 Stories,,1,2008,6,2341,1,3,2,0,792000,NO
198437,Lg Apartment,6876,AP3 (Conventional Apt with 12-20 Units),Brick,3,1927,NULL,12125,16,NULL,0,0,789000,NO
216004,Commercial,6417,"Bank, Savings & Loan",Brick,1,1962,NULL,11682,3,NULL,0,0,785000,NO
227998,Residential,4560,Dplx Bungalow,Brick,2,1926,12,2746,2,6,2,0,775000,NO
242484,Lg Apartment,6860,AP1 (Conventional Apt with 4-6 Units),Brick,2,1958,NULL,5976,5,NULL,0,0,775000,NO
151674,Residential,3060,Colonial,Brick,2,1923,14,3335,1,9,3,1,770000,NO
228034,Residential,4560,Cape Cod,Aluminum/Vinyl,1.5,1985,16,1756,1,7,2,0,761000,NO
191451,Condominium,5951,High Rise > 12 Stories,,1,2002,5,2012,1,2,2,0,760000,NO
195314,Commercial,6418,Svs Station w Conv Store,Concrete Block,1,2001,NULL,2039,1,NULL,0,0,755000,NO
151568,Residential,3060,Colonial,Brick,2,1919,9,2626,1,4,3,1,751500,NO
264795,Commercial,6296,"Store Building - Single tenant, 1 story",Brick,1,1907,NULL,3069,3,NULL,0,0,750000,NO
201093,Condominium,5382,Mid Rise 4-12 Stories,,1,2008,5,2125,1,2,2,1,750000,NO
145490,Commercial,6230,Office Building - Multi Story ( Ofc & Apt),Brick,2,1957,NULL,31271,5,NULL,0,0,740000,NO
235184,Lg Apartment,6820,AP2 (Conventional Apt with 7-11 Units),Brick,2,1960,NULL,6676,8,NULL,0,0,740000,NO
173919,Residential,3160,Res O/S 2sty +,Wood,2,1900,9,3089,1,5,2,1,732500,NO
104545,Commercial,6206,"Store Building - Single tenant, 1 story",Fiber Cement/Hardiplank,1,1985,NULL,15339,2,NULL,0,0,725000,NO
151587,Residential,3060,Colonial,Brick,2,1917,16,2585,1,9,3,1,725000,NO
159300,Lg Apartment,6867,AP3 (Conventional Apt with 12-20 Units),Brick,2,1951,NULL,9700,12,NULL,0,0,722590,NO
255723,Commercial,6286,Day Care Center,Concrete Block,1,1975,NULL,6659,1,NULL,0,0,710000,NO
192930,Condominium,5661,Condo Townhouse,,2,2005,5,2395,1,3,2,1,702100,NO
174576,Residential,3060,Colonial,Masonry/Frame,2,1915,7,3417,1,5,3,1,702000,NO
189065,Condominium,5939,Condo Townhouse,,3,2001,5,2237,1,2,2,1,700000,NO
191872,Condominium,5750,Mid Rise 4-12 Stories,,1,1998,6,1680,1,2,2,0,700000,NO
199484,Condominium,5986,Condo Townhouse,,2,1984,4,1512,1,2,2,1,700000,NO
200888,Condominium,5395,Mid Rise 4-12 Stories,,1,1889,3,2388,1,2,2,0,700000,NO
207055,Commercial,6275,Multi Story Warehouse,Brick,3,1881,NULL,19898,1,NULL,0,0,700000,NO
207681,Condominium,5392,Mid Rise 4-12 Stories,,1,2006,8,1335,1,4,2,0,700000,NO
210838,Lg Apartment,6878,AP3 (Conventional Apt with 12-20 Units),Brick,3,1927,NULL,14507,14,NULL,0,0,700000,NO
226908,Lg Apartment,6860,Townhouse Apartment,Masonary Frame,2,1966,NULL,5816,6,NULL,0,0,700000,NO
211714,Commercial,6274,Multi Story Warehouse,Brick,2,1928,NULL,15000,4,NULL,0,0,699000,NO
173894,Residential,3060,Res O/S 2sty +,Stucco,2,1908,10,3487,1,5,3,2,697500,NO
140020,Commercial,6230,Office Building - Multi Story ( Ofc & Apt),Concrete Block,2,1965,NULL,17226,9,NULL,0,0,695000,NO
189475,Condominium,5978,Low Rise 1-3 Stories,,2,2008,7,3032,1,2,3,1,690000,NO
200894,Condominium,5395,Mid Rise 4-12 Stories,,1,1889,6,2388,1,3,2,0,690000,NO
192129,Condominium,5811,High Rise > 12 Stories,,NULL,2009,0,1964,1,2,2,0,685000,NO
192162,Condominium,5811,High Rise > 12 Stories,,NULL,2009,0,1939,1,2,2,0,685000,NO
191025,Lg Apartment,6750,AP1 (Conventional Apt with 4-6 Units),Brick,3,1891,NULL,6307,7,NULL,0,0,680000,NO
199492,Condominium,5986,Condo Townhouse,,2,1984,5,1512,1,2,2,1,680000,NO
249194,Lg Apartment,6820,AP2 (Conventional Apt with 7-11 Units),Brick,2,1959,NULL,4804,8,NULL,0,0,680000,NO
173986,Residential,3160,Triplex,Masonry/Frame,2,1915,15,3781,3,7,3,0,678000,NO
151399,Residential,3060,Res O/S 2sty +,Brick,2,1906,9,2991,1,5,3,2,677000,NO
188075,Lg Apartment,6760,AP2 (Conventional Apt with 7-11 Units),Brick,2,1929,NULL,6592,8,NULL,0,0,675000,NO
200001,Condominium,5990,High Rise > 12 Stories,,1,1968,8,2030,1,4,2,1,675000,NO
205019,Lg Apartment,6882,Rooming House - 8 or more units,Concrete Block,2,1950,NULL,8486,16,NULL,0,0,675000,NO
192888,Condominium,5974,Mid Rise 4-12 Stories,,1,1922,6,2416,1,1,2,0,672500,NO
207273,Condominium,5394,Mid Rise 4-12 Stories,,1,2004,4,1240,1,2,2,0,670000,NO
188232,Condominium,5959,Condo Townhouse,,3,2000,5,2750,1,3,3,1,669900,NO
129029,Lg Apartment,6611,AP2 (Conventional Apt with 7-11 Units),Brick,2,1963,NULL,8687,8,NULL,0,0,665000,NO
254772,Commercial,6290,Office Building - Multi Story ( Ofc & Apt),Brick,2,1972,NULL,13391,17,NULL,0,0,662500,NO
246540,Lg Apartment,6840,AP1 (Conventional Apt with 4-6 Units),Brick,2,1960,NULL,8744,8,NULL,0,0,660000,NO
188227,Condominium,5959,Condo Townhouse,,3,2000,5,2500,1,3,3,1,658400,NO
128714,Lg Apartment,6611,AP2 (Conventional Apt with 7-11 Units),Brick,2,1961,NULL,6528,8,NULL,0,0,655000,NO
174342,Residential,3060,Duplex O/S,Aluminum/Vinyl,2,1895,11,3004,2,5,3,0,655000,NO
220886,Commercial,6283,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",Brick,2,1922,0,4586,4,4,0,0,655000,NO
100627,Commercial,6453,Office Warehouse Park - multi tenants,Concrete Block,1,1988,NULL,10027,1,NULL,0,0,650000,NO
151563,Residential,3060,Res O/S 2sty +,Stucco,2,1915,10,3507,1,4,2,1,650000,NO
172944,Lg Apartment,6770,AP1 (Conventional Apt with 4-6 Units),Brick,2,1928,NULL,3952,4,NULL,0,0,650000,NO
173764,Residential,3170,Res O/S 2sty +,Block,2,1913,9,2640,1,5,2,1,650000,NO
191462,Condominium,5951,High Rise > 12 Stories,,1,2002,4,1759,1,2,2,0,650000,NO
193014,Condominium,5662,Mid Rise 4-12 Stories,,NULL,2006,12,2401,1,4,2,1,650000,NO
199052,Commercial,6460,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",Brick,4,1880,0,8800,4,6,0,0,650000,NO
199053,Commercial,6460,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",Precast Masonary,2,1947,NULL,10000,4,NULL,0,0,650000,NO
200385,Condominium,5906,Mid Rise 4-12 Stories,,1,2007,5,1865,1,2,2,0,650000,NO
201371,Commercial,6270,Multi Story Warehouse,Metal Siding,2,1925,NULL,16780,4,NULL,0,0,650000,NO
207376,Condominium,5388,Mid Rise 4-12 Stories,,1,2006,7,1514,1,2,2,0,650000,NO
174118,Residential,3060,Tudor,Brick,2,1922,9,3247,1,4,3,2,649900,NO
189131,Condominium,5963,Low Rise 1-3 Stories,,3,2002,10,2019,1,4,3,1,649900,NO
173771,Residential,3170,Res O/S 2sty +,Aluminum/Vinyl,2,1899,9,2882,1,5,3,0,645000,NO
174749,Lg Apartment,6770,AP1 (Conventional Apt with 4-6 Units),Alum/Vynyl Siding,2,1896,NULL,2879,4,NULL,0,0,645000,NO
223768,Lg Apartment,6781,AP2 (Conventional Apt with 7-11 Units),Concrete Block,2,1970,NULL,9834,10,NULL,0,0,645000,NO
173697,Lg Apartment,6770,AP1 (Conventional Apt with 4-6 Units),Alum/Vynyl Siding,2,1894,NULL,3795,4,NULL,0,0,642200,NO
129048,Lg Apartment,6661,AP1 (Conventional Apt with 4-6 Units),Brick,2,1972,NULL,7200,6,NULL,0,0,640000,NO
151641,Residential,3060,Res O/S 2sty +,Stone,2,1922,9,2524,1,4,2,1,640000,NO
